,time,cell,cell_state,tumor_debris,X,Y,experiment_id
152,45000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
153,45000.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
154,45600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
155,45600.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
156,46200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
157,46200.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
158,46800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
159,46800.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
160,47400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
161,47400.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
162,48000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
163,48000.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
164,48600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
165,48600.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
166,49200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
167,49200.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
168,49800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
169,49800.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
170,50400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
171,50400.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
172,51000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
173,51000.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
174,51600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
175,51600.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
176,52200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
177,52200.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
178,52800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
179,52800.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
180,53400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
181,53400.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
182,54000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
183,54000.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
184,54600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
185,54600.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
186,55200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
187,55200.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
188,55800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
189,55800.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
190,56400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
191,56400.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
192,57000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
193,57000.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
194,57600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
195,57600.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
196,58200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
197,58200.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
198,58800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
199,58800.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
200,59400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
201,59400.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
202,60000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
203,60000.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
204,60600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
205,60600.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
206,61200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
207,61200.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
208,61800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
209,61800.0,dendritic_3,inactive,0.0,!units[791.5773444158414 micrometer],!units[763.8541485966913 micrometer],tumor_tcell_20230626.211422
210,62400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
211,62400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
212,63000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
213,63000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
214,63600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
215,63600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
216,64200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
217,64200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
218,64800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
219,64800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
220,65400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
221,65400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
222,66000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
223,66000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
224,66600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
225,66600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
226,67200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
227,67200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
228,67800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
229,67800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
230,68400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
231,68400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
232,69000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
233,69000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
234,69600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
235,69600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
236,70200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
237,70200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
238,70800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
239,70800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
240,71400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
241,71400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
242,72000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
243,72000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
244,72600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
245,72600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
246,73200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
247,73200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
248,73800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
249,73800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
250,74400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
251,74400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
252,75000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
253,75000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
254,75600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
255,75600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
256,76200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
257,76200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
258,76800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
259,76800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
260,77400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
261,77400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
262,78000.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
263,78000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
264,78600.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
265,78600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
266,79200.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
267,79200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
268,79800.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
269,79800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
270,80400.0,dendritic_0,inactive,0.0,!units[596.1606031981391 micrometer],!units[418.2400323961678 micrometer],tumor_tcell_20230626.211422
271,80400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
272,81000.0,dendritic_0,inactive,0.0,!units[596.5471361697763 micrometer],!units[418.3828267230821 micrometer],tumor_tcell_20230626.211422
273,81000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
274,81600.0,dendritic_0,inactive,0.0,!units[596.599857661917 micrometer],!units[418.4128380923349 micrometer],tumor_tcell_20230626.211422
275,81600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
276,82200.0,dendritic_0,inactive,0.0,!units[596.6002878418219 micrometer],!units[418.4131018713943 micrometer],tumor_tcell_20230626.211422
277,82200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
278,82800.0,dendritic_0,inactive,0.0,!units[596.6111796502322 micrometer],!units[418.41982139628857 micrometer],tumor_tcell_20230626.211422
279,82800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
280,83400.0,dendritic_0,inactive,0.0,!units[596.6111796502322 micrometer],!units[418.41982139628857 micrometer],tumor_tcell_20230626.211422
281,83400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
282,84000.0,dendritic_0,inactive,0.0,!units[596.6120558544419 micrometer],!units[418.4203633972542 micrometer],tumor_tcell_20230626.211422
283,84000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
284,84600.0,dendritic_0,inactive,0.0,!units[596.6120558544419 micrometer],!units[418.4203633972542 micrometer],tumor_tcell_20230626.211422
285,84600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
286,85200.0,dendritic_0,inactive,0.0,!units[596.6120558544419 micrometer],!units[418.4203633972542 micrometer],tumor_tcell_20230626.211422
287,85200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
288,85800.0,dendritic_0,inactive,0.0,!units[596.6382414921185 micrometer],!units[418.4390116354797 micrometer],tumor_tcell_20230626.211422
289,85800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
290,86400.0,dendritic_0,inactive,0.0,!units[596.6382414921185 micrometer],!units[418.4390116354797 micrometer],tumor_tcell_20230626.211422
291,86400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
292,87000.0,dendritic_0,inactive,0.0,!units[596.6382439407944 micrometer],!units[418.4390138481548 micrometer],tumor_tcell_20230626.211422
293,87000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
294,87600.0,dendritic_0,inactive,0.0,!units[596.6382439407944 micrometer],!units[418.4390138481548 micrometer],tumor_tcell_20230626.211422
295,87600.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
296,88200.0,dendritic_0,inactive,0.0,!units[596.6382439493975 micrometer],!units[418.4390138559328 micrometer],tumor_tcell_20230626.211422
297,88200.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
298,88800.0,dendritic_0,inactive,0.0,!units[596.7167414878385 micrometer],!units[418.52288336845385 micrometer],tumor_tcell_20230626.211422
299,88800.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
300,89400.0,dendritic_0,inactive,0.0,!units[596.7688461233637 micrometer],!units[418.5950414214484 micrometer],tumor_tcell_20230626.211422
301,89400.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
302,90000.0,dendritic_0,inactive,0.0,!units[596.7691795297967 micrometer],!units[418.5955943781629 micrometer],tumor_tcell_20230626.211422
303,90000.0,dendritic_3,inactive,0.0,!units[790.0123395836893 micrometer],!units[761.0221955732842 micrometer],tumor_tcell_20230626.211422
